1609253309180,1.5
1609253309498,0.7
1609253309848,6.1
1609253310197,6.1
1609253310548,10.7
1609253310898,16.1
1609253311247,16.1
1609253311598,16.1
1609253311948,16.1
1609253312297,16.1
1609253312648,16.1
1609253312998,15.3
1609253313348,15.3
1609253313698,9.900001
1609253314048,4.6
1609253314398,4.6
1609253314748,0.7
1609253315098,0.7
1609253315448,0.7
1609253315798,0.7
1609253316148,0.7
1609253316498,0.7
1609253316848,2.3
1609253317198,7.6
1609253317548,7.6
1609253317898,12.2
1609253318248,16.1
1609253318598,16.1
1609253318948,16.1
1609253319298,16.1
1609253319647,16.1
1609253319998,16.1
1609253320347,16.1
1609253320698,13.8
1609253321048,8.400001
1609253321398,8.400001
1609253321748,3.8
1609253322098,1.5
1609253322447,1.5
1609253322798,2.3
1609253323148,2.3
1609253323497,2.3
1609253323847,2.3
1609253324198,3.8
1609253324547,3.8
1609253324898,7.6
1609253325248,12.2
1609253325597,12.2
1609253325948,15.3
1609253326298,16.1
1609253326648,16.1
1609253326998,16.1
1609253327347,16.1
1609253327698,16.1
1609253328048,16.1
1609253328398,16.1
1609253328747,16.1
1609253329097,13.0
1609253329448,7.6
1609253329797,7.6
1609253330148,3.0
1609253330498,0.7
1609253330847,0.7
1609253331198,1.5
1609253331548,0.7
1609253331898,0.7
1609253332248,1.5
1609253332598,1.5
1609253332948,1.5
1609253333298,4.6
1609253333648,9.2
1609253333997,9.2
1609253334348,13.8
1609253334698,16.1
1609253335047,16.1
1609253335398,16.1
1609253335748,16.1
1609253336098,16.1
1609253336448,16.1
1609253336798,16.1
1609253337147,16.1
1609253337498,13.8
1609253337848,8.400001
1609253338198,8.400001
1609253338548,3.8
1609253338898,1.5
